o_orderid,o_hq,o_manuid,o_dealerid,o_carid
2644,11,82,108,2644
2645,11,116,122,2645
2646,11,114,74,2646
2647,11,41,185,2647
2648,11,49,49,2648
2649,11,196,16,2649
2650,11,159,145,2650
2651,11,111,131,2651
2652,11,71,82,2652
2653,11,23,132,2653
2654,11,75,110,2654
2655,11,87,108,2655
2656,11,79,168,2656
2657,11,144,91,2657
2658,11,70,56,2658
2659,11,191,1,2659
2660,11,58,4,2660
2661,11,197,171,2661
2662,11,112,176,2662
2663,11,11,8,2663
2664,11,107,159,2664
2665,11,164,26,2665
2666,11,2,146,2666
2667,11,60,163,2667
2668,11,101,77,2668
2669,11,40,195,2669
2670,11,196,145,2670
2671,11,60,181,2671
2672,11,89,82,2672
2673,11,85,37,2673
2674,11,177,60,2674
2675,11,123,77,2675
2676,11,158,194,2676
2677,11,131,34,2677
2678,11,114,2,2678
2679,11,118,42,2679
2680,11,41,161,2680
2681,11,62,10,2681
2682,11,195,12,2682
2683,11,52,58,2683
2684,11,141,27,2684
2685,11,27,110,2685
2686,11,169,82,2686
2687,11,113,164,2687
2688,11,196,197,2688
2689,11,42,151,2689
2690,11,112,12,2690
2691,11,101,46,2691
2692,11,53,172,2692
2693,11,54,172,2693
2694,11,169,153,2694
2695,11,69,198,2695
2696,11,144,8,2696
2697,11,129,196,2697
2698,11,132,138,2698
2699,11,29,48,2699
2700,11,134,36,2700
2701,11,117,175,2701
2702,11,66,93,2702
2703,11,144,149,2703
2704,11,143,112,2704
2705,11,116,1,2705
2706,11,100,134,2706
2707,11,6,79,2707
2708,11,34,35,2708
2709,11,14,60,2709
2710,11,71,2,2710
2711,6,56,136,2711
2712,6,11,139,2712
2713,6,72,8,2713
2714,6,42,89,2714
2715,6,113,31,2715
2716,6,51,109,2716
2717,6,199,43,2717
2718,6,81,190,2718
2719,6,130,194,2719
2720,6,91,107,2720
2721,6,159,120,2721
2722,6,27,178,2722
2723,6,119,170,2723
2724,6,148,191,2724
2725,6,147,71,2725
2726,6,169,178,2726
2727,6,75,164,2727
2728,6,199,117,2728
2729,6,69,173,2729
2730,6,105,104,2730
2731,6,37,25,2731
2732,6,83,150,2732
2733,6,184,163,2733
2734,6,59,67,2734
2735,6,26,111,2735
2736,6,150,126,2736
2737,6,158,33,2737
2738,6,89,147,2738
2739,6,47,35,2739
2740,6,73,155,2740
2741,6,43,186,2741
2742,6,36,89,2742
2743,6,39,33,2743
2744,6,61,60,2744
2745,6,162,4,2745
2746,6,48,145,2746
2747,6,192,38,2747
2748,6,27,66,2748
2749,6,88,88,2749
2750,6,129,23,2750
2751,6,110,192,2751
2752,6,137,192,2752
2753,6,70,96,2753
2754,6,163,13,2754
2755,6,118,73,2755
2756,6,48,104,2756
2757,6,184,34,2757
2758,6,91,172,2758
2759,6,172,124,2759
2760,6,41,180,2760
2761,6,154,115,2761
2762,6,123,22,2762
2763,6,188,53,2763
2764,6,173,106,2764
2765,6,47,170,2765
2766,6,141,77,2766
2767,6,61,178,2767
2768,6,43,178,2768
2769,6,6,34,2769
2770,6,15,157,2770
2771,6,128,106,2771
2772,6,132,115,2772
2773,6,155,162,2773
2774,6,76,189,2774
2775,6,198,121,2775
2776,6,151,108,2776
2777,6,107,109,2777
2778,6,169,66,2778
2779,6,29,31,2779
2780,6,182,117,2780
2781,6,155,130,2781
2782,6,16,157,2782
2783,6,76,169,2783
2784,6,129,21,2784
2785,6,65,88,2785
2786,6,39,12,2786
2787,6,169,169,2787
2788,6,126,168,2788
2789,6,137,31,2789
2790,6,101,50,2790
2791,6,12,80,2791
2792,6,102,122,2792
2793,6,143,103,2793
2794,6,53,66,2794
2795,6,195,30,2795
2796,6,55,25,2796
2797,6,29,5,2797
2798,6,98,86,2798
2799,6,128,173,2799
2800,6,137,90,2800
2801,6,125,57,2801
2802,6,30,17,2802
2803,6,1,80,2803
2804,6,24,28,2804
2805,6,167,43,2805
2806,6,134,74,2806
2807,6,147,191,2807
2808,6,21,175,2808
2809,6,38,22,2809
2810,6,195,169,2810
2811,6,151,138,2811
2812,6,103,38,2812
2813,6,198,181,2813
2814,6,15,46,2814
2815,6,56,200,2815
2816,6,118,194,2816
2817,6,74,154,2817
2818,6,85,184,2818
2819,6,102,68,2819
2820,6,117,94,2820
2821,6,80,98,2821
2822,6,52,185,2822
2823,6,121,123,2823
2824,6,22,15,2824
2825,6,129,136,2825
2826,6,76,38,2826
2827,6,151,130,2827
2828,6,8,72,2828
2829,6,20,199,2829
2830,6,146,27,2830
2831,6,3,198,2831
2832,6,188,144,2832
2833,6,6,161,2833
2834,6,137,171,2834
2835,6,73,172,2835
2836,6,38,127,2836
2837,6,29,179,2837
2838,6,154,142,2838
2839,6,177,73,2839
2840,6,162,109,2840
2841,6,8,158,2841
2842,6,25,168,2842
2843,6,71,128,2843
2844,6,75,96,2844
2845,6,24,41,2845
2846,6,198,167,2846
2847,6,82,123,2847
2848,6,94,157,2848
2849,6,51,187,2849
2850,6,28,172,2850
2851,6,109,102,2851
2852,6,55,141,2852
2853,6,71,62,2853
2854,6,24,107,2854
2855,6,113,194,2855
2856,6,50,56,2856
2857,6,129,188,2857
2858,6,189,65,2858
2859,6,146,194,2859
2860,6,190,108,2860
2861,6,176,193,2861
2862,6,185,70,2862
2863,6,188,61,2863
2864,6,105,14,2864
2865,6,171,130,2865
2866,6,199,108,2866
2867,6,37,73,2867
2868,6,104,181,2868
2869,6,140,63,2869
2870,6,52,48,2870
2871,6,93,121,2871
2872,6,40,10,2872
2873,6,9,21,2873
2874,6,190,184,2874
2875,6,127,125,2875
2876,6,159,23,2876
2877,6,174,196,2877
2878,16,118,17,2878
2879,16,42,82,2879
2880,16,122,58,2880
2881,16,200,148,2881
2882,16,131,35,2882
2883,16,7,100,2883
2884,16,68,57,2884
2885,16,89,105,2885
2886,16,117,70,2886
2887,16,155,89,2887
2888,16,86,186,2888
2889,16,129,99,2889
2890,16,154,130,2890
2891,16,144,174,2891
2892,16,148,194,2892
2893,16,66,163,2893
2894,16,104,150,2894
2895,16,183,142,2895
2896,16,105,150,2896
2897,16,30,28,2897
2898,16,1,62,2898
2899,16,160,59,2899
2900,16,6,164,2900
2901,16,109,22,2901
2902,16,126,192,2902
2903,16,102,141,2903
2904,16,166,178,2904
2905,16,42,27,2905
2906,16,32,13,2906
2907,16,185,178,2907
2908,16,121,47,2908
2909,16,96,184,2909
2910,16,142,156,2910
2911,16,185,124,2911
2912,16,125,60,2912
2913,16,59,160,2913
2914,16,81,73,2914
2915,16,144,20,2915
2916,16,15,68,2916
2917,16,24,184,2917
2918,16,100,50,2918
2919,16,81,124,2919
2920,16,181,165,2920
2921,16,175,130,2921
2922,16,98,67,2922
2923,16,96,16,2923
2924,16,164,146,2924
2925,16,72,104,2925
2926,16,140,125,2926
2927,16,21,118,2927
2928,16,128,18,2928
2929,16,181,18,2929
2930,16,165,165,2930
2931,16,10,139,2931
2932,16,50,167,2932
2933,16,163,160,2933
2934,16,134,44,2934
2935,16,154,183,2935
2936,16,19,115,2936
2937,16,34,180,2937
2938,16,127,32,2938
2939,16,179,69,2939
2940,16,11,172,2940
2941,16,166,190,2941
2942,16,28,101,2942
2943,16,66,47,2943
2944,16,122,101,2944
2945,16,29,41,2945
2946,16,125,97,2946
2947,16,156,24,2947
2948,16,178,123,2948
2949,16,108,99,2949
2950,16,99,9,2950
2951,16,155,39,2951
2952,16,86,94,2952
2953,16,113,161,2953
2954,16,163,192,2954
2955,16,118,7,2955
2956,16,62,137,2956
2957,16,36,161,2957
2958,16,84,8,2958
2959,16,35,131,2959
2960,16,90,180,2960
2961,16,170,19,2961
2962,16,109,44,2962
2963,16,43,60,2963
2964,16,182,168,2964
2965,16,12,151,2965
2966,16,9,132,2966
2967,16,133,168,2967
2968,16,17,164,2968
2969,16,1,197,2969
2970,16,159,172,2970
2971,16,108,184,2971
2972,16,192,107,2972
2973,16,169,110,2973
2974,16,163,74,2974
2975,16,156,94,2975
2976,16,110,102,2976
2977,16,151,89,2977
2978,16,58,164,2978
2979,16,176,7,2979
2980,16,6,183,2980
2981,16,4,8,2981
2982,16,144,197,2982
2983,16,89,159,2983
2984,16,45,187,2984
2985,16,187,137,2985
2986,16,8,199,2986
2987,16,105,160,2987
2988,16,62,156,2988
2989,16,161,4,2989
2990,16,137,28,2990
2991,16,93,11,2991
2992,16,1,32,2992
2993,16,92,21,2993
2994,16,65,76,2994
2995,16,36,158,2995
2996,16,149,48,2996
2997,16,157,82,2997
2998,16,28,70,2998
2999,16,93,175,2999
3000,16,143,17,3000
3001,16,71,81,3001
3002,16,49,123,3002
3003,16,82,25,3003
3004,16,17,42,3004
3005,16,13,53,3005
3006,16,38,192,3006
3007,16,89,100,3007
3008,16,196,32,3008
3009,16,137,123,3009
3010,16,62,147,3010
3011,16,92,170,3011
3012,16,99,166,3012
3013,16,143,1,3013
3014,16,165,114,3014
3015,16,100,200,3015
3016,16,43,198,3016
3017,16,75,174,3017
3018,16,158,94,3018
3019,16,6,56,3019
3020,16,82,104,3020
3021,16,158,68,3021
3022,16,15,152,3022
3023,16,70,150,3023
3024,16,117,193,3024
3025,16,49,42,3025
3026,16,138,87,3026
3027,16,166,59,3027
3028,16,117,58,3028
3029,16,53,148,3029
3030,16,32,43,3030
3031,16,146,175,3031
3032,16,11,56,3032
3033,16,150,146,3033
3034,16,124,3,3034
3035,16,19,175,3035
3036,16,154,82,3036
3037,16,111,95,3037
3038,16,185,115,3038
3039,16,163,92,3039
3040,16,188,14,3040
3041,16,55,168,3041
3042,16,193,161,3042
3043,16,58,56,3043
3044,16,58,135,3044
3045,17,106,114,3045
3046,17,30,113,3046
3047,17,33,131,3047
3048,17,106,88,3048
3049,17,188,105,3049
3050,17,3,183,3050
3051,17,142,135,3051
3052,17,89,158,3052
3053,17,45,26,3053
3054,17,108,56,3054
3055,17,176,16,3055
3056,17,153,131,3056
3057,17,51,147,3057
3058,17,19,102,3058
3059,17,147,37,3059
3060,17,140,134,3060
3061,17,119,193,3061
3062,17,92,140,3062
3063,17,7,12,3063
3064,17,194,153,3064
3065,17,35,90,3065
3066,17,151,69,3066
3067,17,186,115,3067
3068,17,174,123,3068
3069,17,198,90,3069
3070,17,153,142,3070
3071,17,95,127,3071
3072,17,24,87,3072
3073,17,49,192,3073
3074,17,118,43,3074
3075,17,44,17,3075
3076,17,166,139,3076
3077,17,65,198,3077
3078,17,45,61,3078
3079,17,119,83,3079
3080,17,44,152,3080
3081,17,4,75,3081
3082,17,50,115,3082
3083,17,178,34,3083
3084,17,108,166,3084
3085,17,196,123,3085
3086,17,85,146,3086
3087,17,135,134,3087
3088,17,141,57,3088
3089,17,177,104,3089
3090,17,148,149,3090
3091,17,13,10,3091
3092,17,71,64,3092
3093,17,199,105,3093
3094,17,33,131,3094
3095,17,178,41,3095
3096,17,189,118,3096
3097,17,188,123,3097
3098,17,4,81,3098
3099,17,199,86,3099
3100,17,168,181,3100
3101,17,12,119,3101
3102,17,145,150,3102
3103,17,20,196,3103
3104,17,59,17,3104
3105,17,130,92,3105
3106,17,103,73,3106
3107,17,54,153,3107
3108,17,136,111,3108
3109,17,66,36,3109
3110,17,95,44,3110
3111,17,191,105,3111
3112,17,52,190,3112
3113,17,70,200,3113
3114,17,23,166,3114
3115,17,142,179,3115
3116,17,71,106,3116
3117,17,40,155,3117
3118,17,151,23,3118
3119,17,7,98,3119
3120,17,144,58,3120
3121,17,173,99,3121
3122,17,127,107,3122
3123,17,149,198,3123
3124,17,128,106,3124
3125,17,76,57,3125
3126,17,200,105,3126
3127,17,191,7,3127
3128,17,49,197,3128
3129,17,148,139,3129
3130,17,192,115,3130
3131,17,69,7,3131
3132,17,32,173,3132
3133,17,8,1,3133
3134,17,95,195,3134
3135,17,144,168,3135
3136,17,200,156,3136
3137,17,195,133,3137
3138,17,54,155,3138
3139,17,175,78,3139
3140,17,99,2,3140
3141,17,167,116,3141
3142,17,38,123,3142
3143,17,151,172,3143
3144,17,154,130,3144
3145,17,38,58,3145
3146,17,13,177,3146
3147,17,97,23,3147
3148,17,120,191,3148
3149,17,6,102,3149
3150,17,153,7,3150
3151,17,69,47,3151
3152,17,8,80,3152
3153,17,111,98,3153
3154,17,185,8,3154
3155,17,174,22,3155
3156,17,115,54,3156
3157,17,30,2,3157
3158,17,74,150,3158
3159,17,93,184,3159
3160,17,44,19,3160
3161,17,2,138,3161
3162,17,37,28,3162
3163,17,90,40,3163
3164,17,196,145,3164
3165,17,142,47,3165
3166,17,1,153,3166
3167,17,45,185,3167
3168,17,89,154,3168
3169,17,116,33,3169
3170,17,198,38,3170
3171,17,91,157,3171
3172,17,45,176,3172
3173,17,22,42,3173
3174,17,149,145,3174
3175,17,78,51,3175
3176,17,101,101,3176
3177,17,157,42,3177
3178,17,76,149,3178
3179,17,62,139,3179
3180,17,163,20,3180
3181,17,128,7,3181
3182,17,136,104,3182
3183,17,139,189,3183
3184,17,179,166,3184
3185,17,92,55,3185
3186,17,85,190,3186
3187,17,75,57,3187
3188,17,82,154,3188
3189,17,48,16,3189
3190,17,147,84,3190
3191,17,190,155,3191
3192,17,193,195,3192
3193,17,100,105,3193
3194,17,95,170,3194
3195,17,196,1,3195
3196,17,197,149,3196
3197,17,87,64,3197
3198,17,108,17,3198
3199,17,28,108,3199
3200,17,138,118,3200
3201,17,64,101,3201
3202,17,26,196,3202
3203,17,39,178,3203
3204,17,115,52,3204
3205,17,119,9,3205
3206,17,14,197,3206
3207,17,1,199,3207
3208,17,120,159,3208
3209,17,20,160,3209
3210,17,88,72,3210
3211,17,179,154,3211
3212,17,77,182,3212
3213,17,89,106,3213
3214,17,152,29,3214
3215,17,156,164,3215
3216,17,159,138,3216
3217,17,5,180,3217
3218,17,91,93,3218
3219,17,191,37,3219
3220,17,44,71,3220
3221,17,89,89,3221
3222,17,37,41,3222
3223,17,33,45,3223
3224,17,29,164,3224
3225,17,25,133,3225
3226,17,34,148,3226
3227,17,145,31,3227
3228,17,112,176,3228
3229,17,110,13,3229
3230,17,137,39,3230
3231,17,121,16,3231
3232,17,14,23,3232
3233,17,94,23,3233
3234,17,79,152,3234
3235,17,18,82,3235
3236,17,140,196,3236
3237,17,66,115,3237
3238,17,77,114,3238
3239,17,103,133,3239
3240,17,105,52,3240
3241,17,154,82,3241
3242,17,40,23,3242
3243,17,137,149,3243
3244,17,158,113,3244
3245,17,120,10,3245
3246,17,112,71,3246
3247,17,3,75,3247
3248,17,13,139,3248
3249,17,125,45,3249
3250,17,181,116,3250
3251,17,44,104,3251
3252,17,146,106,3252
3253,17,194,172,3253
3254,17,59,97,3254
3255,17,57,9,3255
3256,17,24,95,3256
3257,17,6,196,3257
3258,17,158,39,3258
3259,17,175,105,3259
3260,17,34,134,3260
3261,17,194,113,3261
3262,17,167,127,3262
3263,17,131,151,3263
3264,17,175,170,3264
3265,17,168,101,3265
3266,17,186,53,3266
3267,17,44,139,3267
3268,17,31,60,3268
3269,17,125,135,3269
3270,17,27,37,3270
3271,17,194,29,3271
3272,17,75,52,3272
3273,17,59,42,3273
3274,17,191,96,3274
3275,17,42,88,3275
3276,17,29,200,3276
3277,17,150,137,3277
3278,17,96,19,3278
3279,17,186,151,3279
3280,17,135,9,3280
3281,17,174,152,3281
3282,17,108,114,3282
3283,17,23,114,3283
3284,17,79,60,3284
3285,17,46,66,3285
3286,17,42,159,3286
3287,17,74,164,3287
3288,17,60,28,3288
3289,17,191,173,3289
3290,17,181,54,3290
3291,17,89,3,3291
3292,17,3,74,3292
3293,17,13,199,3293
3294,17,169,90,3294
3295,17,145,111,3295
3296,17,52,101,3296
3297,17,40,137,3297
3298,17,152,100,3298
3299,17,61,178,3299
3300,17,26,177,3300
3301,17,2,134,3301
3302,17,49,20,3302
3303,17,22,188,3303
3304,17,58,22,3304
3305,17,106,185,3305
3306,17,70,197,3306
3307,17,137,117,3307
3308,17,189,130,3308
3309,17,4,188,3309
3310,17,110,124,3310
3311,17,160,74,3311
3312,17,52,130,3312
3313,17,21,139,3313
3314,17,111,149,3314
3315,17,117,186,3315
3316,17,145,156,3316
3317,17,180,168,3317
3318,17,197,93,3318
3319,17,9,169,3319
3320,17,154,79,3320
3321,17,159,126,3321
3322,17,55,52,3322
3323,17,10,120,3323
3324,17,180,74,3324
3325,17,156,123,3325
3326,17,183,130,3326
3327,17,81,103,3327
3328,17,83,157,3328
3329,17,187,171,3329
3330,17,94,20,3330
3331,17,99,60,3331
3332,17,171,197,3332
3333,17,79,139,3333
3334,17,115,87,3334
3335,17,35,139,3335
3336,17,49,140,3336
3337,17,77,168,3337
3338,17,120,78,3338
3339,17,170,98,3339
3340,17,20,101,3340
3341,17,53,83,3341
3342,17,87,125,3342
3343,17,107,147,3343
3344,17,87,104,3344
3345,17,42,46,3345
3346,17,83,95,3346
3347,17,97,108,3347
3348,17,174,200,3348
3349,17,47,65,3349
3350,17,42,107,3350
3351,17,88,65,3351
3352,17,27,83,3352
3353,17,91,21,3353
3354,17,44,102,3354
3355,17,171,133,3355
3356,17,80,163,3356
3357,17,199,17,3357
3358,17,154,190,3358
3359,17,90,34,3359
3360,17,1,87,3360
3361,17,184,69,3361
3362,17,30,191,3362
3363,17,79,12,3363
3364,17,71,188,3364
3365,17,103,55,3365
3366,17,125,139,3366
3367,17,199,4,3367
3368,17,1,72,3368
3369,17,158,10,3369
3370,17,5,29,3370
3371,17,21,3,3371
3372,17,37,70,3372
3373,17,110,138,3373
3374,17,152,118,3374
3375,17,161,117,3375
3376,17,66,92,3376
3377,17,121,23,3377
3378,17,177,82,3378
3379,10,151,187,3379
3380,10,89,1,3380
3381,10,125,173,3381
3382,10,163,184,3382
3383,10,82,156,3383
3384,10,125,94,3384
3385,10,188,102,3385
3386,10,49,98,3386
3387,10,162,117,3387
3388,10,45,105,3388
3389,10,30,190,3389
3390,10,8,146,3390
3391,10,8,57,3391
3392,10,166,108,3392
3393,10,136,160,3393
3394,10,117,24,3394
3395,10,77,198,3395
3396,10,71,167,3396
3397,10,121,34,3397
3398,10,109,112,3398
3399,10,61,101,3399
3400,10,73,197,3400
3401,10,177,189,3401
3402,10,157,13,3402
3403,10,164,151,3403
3404,10,196,64,3404
3405,10,180,97,3405
3406,10,121,72,3406
3407,10,84,46,3407
3408,10,80,198,3408
3409,10,105,98,3409
3410,10,77,4,3410
3411,10,166,152,3411
3412,10,123,37,3412
3413,10,76,33,3413
3414,10,38,163,3414
3415,10,191,139,3415
3416,10,94,131,3416
3417,10,133,120,3417
3418,10,182,21,3418
3419,10,26,109,3419
3420,10,179,24,3420
3421,10,22,90,3421
3422,10,191,54,3422
3423,10,58,173,3423
3424,10,152,20,3424
3425,10,161,121,3425
3426,10,140,184,3426
3427,10,23,151,3427
3428,10,107,100,3428
3429,10,67,94,3429
3430,10,61,181,3430
3431,10,61,7,3431
3432,10,129,77,3432
3433,10,104,194,3433
3434,10,176,59,3434
3435,10,196,100,3435
3436,10,40,127,3436
3437,10,59,14,3437
3438,10,60,1,3438
3439,10,198,31,3439
3440,10,91,104,3440
3441,10,113,182,3441
3442,10,100,66,3442
3443,10,59,110,3443
3444,10,82,169,3444
3445,10,162,56,3445
3446,10,105,75,3446
3447,10,188,96,3447
3448,10,103,180,3448
3449,10,14,2,3449
3450,10,193,55,3450
3451,10,3,124,3451
3452,10,121,87,3452
3453,10,55,109,3453
3454,10,44,43,3454
3455,10,1,69,3455
3456,10,178,162,3456
3457,10,115,114,3457
3458,10,44,65,3458
3459,10,68,48,3459
3460,10,187,138,3460
3461,10,195,185,3461
3462,10,41,24,3462
3463,10,100,62,3463
3464,10,84,180,3464
3465,10,188,123,3465
3466,10,80,95,3466
3467,10,1,186,3467
3468,10,110,126,3468
3469,10,182,180,3469
3470,10,92,186,3470
3471,10,154,178,3471
3472,10,198,159,3472
3473,10,85,137,3473
3474,10,169,186,3474
3475,10,165,140,3475
3476,10,65,13,3476
3477,10,105,112,3477
3478,10,80,117,3478
3479,10,5,120,3479
3480,10,12,37,3480
3481,10,90,178,3481
3482,10,145,146,3482
3483,10,127,17,3483
3484,10,74,28,3484
3485,10,194,35,3485
3486,10,35,60,3486
3487,10,138,23,3487
3488,10,194,23,3488
3489,10,174,177,3489
3490,10,130,120,3490
3491,10,187,39,3491
3492,10,139,113,3492
3493,10,170,107,3493
3494,10,114,122,3494
3495,10,151,135,3495
3496,10,100,55,3496
3497,10,151,133,3497
3498,10,8,40,3498
3499,10,173,115,3499
3500,10,193,11,3500
3501,10,123,109,3501
3502,10,54,40,3502
3503,10,166,19,3503
3504,10,138,108,3504
3505,10,190,83,3505
3506,10,20,45,3506
3507,10,63,157,3507
3508,10,27,150,3508
3509,10,196,175,3509
3510,10,126,95,3510
3511,10,173,3,3511
3512,10,197,8,3512
3513,10,6,156,3513
3514,10,138,20,3514
3515,10,70,2,3515
3516,10,85,132,3516
3517,10,8,162,3517
3518,10,45,66,3518
3519,10,162,43,3519
3520,10,18,103,3520
3521,10,66,54,3521
3522,10,85,36,3522
3523,10,38,25,3523
3524,10,200,75,3524
3525,10,1,83,3525
3526,10,147,122,3526
3527,10,126,26,3527
3528,10,33,154,3528
3529,10,29,137,3529
3530,10,166,143,3530
3531,10,87,200,3531
3532,10,28,109,3532
3533,10,141,162,3533
3534,10,2,32,3534
3535,10,82,189,3535
3536,10,53,84,3536
3537,10,83,162,3537
3538,10,66,191,3538
3539,10,67,5,3539
3540,10,193,198,3540
3541,10,58,18,3541
3542,10,75,97,3542
3543,10,112,170,3543
3544,10,21,57,3544
3545,10,65,145,3545
3546,10,85,45,3546
3547,10,41,16,3547
3548,10,174,63,3548
3549,10,147,41,3549
3550,10,95,79,3550
3551,10,61,67,3551
3552,10,117,23,3552
3553,10,146,88,3553
3554,10,76,159,3554
3555,10,70,83,3555
3556,10,53,87,3556
3557,10,28,172,3557
3558,10,50,38,3558
3559,10,188,127,3559
3560,10,134,102,3560
3561,10,68,158,3561
3562,10,30,168,3562
3563,10,20,53,3563
3564,10,60,88,3564
3565,10,182,33,3565
3566,10,167,54,3566
3567,10,115,141,3567
3568,10,95,37,3568
3569,10,4,152,3569
3570,10,109,186,3570
3571,10,152,15,3571
3572,10,130,127,3572
3573,10,56,153,3573
3574,10,90,31,3574
3575,10,70,58,3575
3576,10,155,4,3576
3577,10,139,130,3577
3578,10,139,143,3578
3579,10,126,131,3579
3580,10,110,141,3580
3581,10,163,91,3581
3582,10,129,70,3582
3583,10,67,8,3583
3584,10,45,88,3584
3585,10,130,156,3585
3586,10,81,167,3586
3587,10,82,147,3587
3588,10,123,67,3588
3589,10,157,136,3589
3590,10,74,115,3590
3591,10,117,133,3591
3592,10,190,24,3592
3593,10,62,125,3593
3594,10,197,36,3594
3595,10,119,125,3595
3596,10,39,154,3596
3597,10,123,80,3597
3598,10,164,42,3598
3599,10,18,123,3599
3600,10,89,26,3600
3601,10,140,124,3601
3602,10,104,9,3602
3603,10,141,3,3603
3604,10,56,24,3604
3605,10,160,27,3605
3606,10,193,3,3606
3607,10,111,158,3607
3608,10,155,172,3608
3609,10,43,196,3609
3610,10,163,156,3610
3611,10,88,23,3611
3612,10,40,72,3612
3613,10,186,52,3613
3614,10,45,108,3614
3615,10,58,54,3615
3616,10,122,91,3616
3617,10,75,53,3617
3618,10,85,3,3618
3619,10,29,132,3619
3620,10,115,75,3620
3621,10,148,166,3621
3622,10,151,132,3622
3623,10,122,199,3623
3624,10,127,117,3624
3625,10,148,123,3625
3626,10,81,114,3626
3627,10,24,96,3627
3628,10,78,108,3628
3629,10,76,100,3629
3630,10,47,45,3630
3631,10,110,195,3631
3632,10,39,148,3632
3633,10,24,160,3633
3634,10,170,108,3634
3635,10,137,129,3635
3636,10,11,110,3636
3637,10,54,61,3637
3638,10,27,155,3638
3639,10,158,91,3639
3640,10,76,86,3640
3641,10,147,104,3641
3642,10,62,56,3642
3643,10,11,86,3643
3644,10,167,128,3644
3645,10,45,88,3645
3646,10,178,153,3646
3647,10,14,6,3647
3648,10,178,181,3648
3649,10,5,135,3649
3650,10,109,44,3650
3651,10,82,115,3651
3652,10,6,62,3652
3653,10,150,42,3653
3654,10,90,160,3654
3655,10,108,147,3655
3656,10,52,70,3656
3657,10,48,94,3657
3658,10,67,147,3658
3659,10,136,113,3659
3660,10,154,50,3660
3661,10,133,165,3661
3662,10,12,145,3662
3663,10,153,104,3663
3664,10,90,128,3664
3665,10,193,108,3665
3666,10,56,98,3666
3667,10,5,192,3667
3668,10,70,10,3668
3669,10,98,150,3669
3670,10,76,139,3670
3671,10,75,146,3671
3672,10,153,19,3672
3673,10,47,112,3673
3674,10,153,13,3674
3675,10,196,195,3675
3676,10,82,176,3676
3677,10,45,148,3677
3678,10,29,102,3678
3679,10,114,85,3679
3680,10,126,168,3680
3681,10,196,200,3681
3682,10,105,134,3682
3683,10,134,159,3683
3684,10,86,55,3684
3685,10,87,155,3685
3686,10,19,170,3686
3687,10,189,127,3687
3688,10,154,141,3688
3689,10,161,184,3689
3690,10,112,54,3690
3691,10,140,84,3691
3692,10,63,134,3692
3693,10,165,100,3693
3694,10,162,29,3694
3695,10,82,1,3695
3696,10,137,152,3696
3697,10,90,200,3697
3698,10,50,117,3698
3699,10,107,190,3699
3700,10,7,65,3700
3701,10,140,199,3701
3702,10,137,57,3702
3703,10,16,62,3703
3704,10,115,192,3704
3705,10,81,55,3705
3706,10,191,105,3706
3707,10,104,122,3707
3708,10,135,156,3708
3709,10,187,169,3709
3710,10,50,84,3710
3711,10,89,167,3711
3712,10,6,85,3712
3713,10,100,28,3713
3714,18,88,51,3714
3715,18,162,193,3715
3716,18,47,200,3716
3717,18,96,174,3717
3718,18,82,89,3718
3719,18,52,127,3719
3720,18,48,74,3720
3721,18,106,144,3721
3722,18,190,165,3722
3723,18,175,13,3723
3724,18,20,168,3724
3725,18,74,17,3725
3726,18,103,3,3726
3727,18,177,16,3727
3728,18,85,153,3728
3729,18,25,112,3729
3730,18,143,19,3730
3731,18,85,116,3731
3732,18,18,101,3732
3733,18,175,122,3733
3734,18,38,40,3734
3735,18,5,63,3735
3736,18,162,20,3736
3737,18,96,62,3737
3738,18,46,83,3738
3739,18,156,5,3739
3740,18,71,11,3740
3741,18,46,129,3741
3742,18,70,3,3742
3743,18,25,90,3743
3744,18,66,198,3744
3745,18,130,167,3745
3746,18,129,41,3746
3747,18,29,139,3747
3748,18,124,57,3748
3749,18,9,166,3749
3750,18,182,107,3750
3751,18,170,128,3751
3752,18,173,81,3752
3753,18,112,178,3753
3754,18,198,105,3754
3755,18,54,196,3755
3756,18,117,76,3756
3757,18,87,91,3757
3758,18,10,69,3758
3759,18,92,78,3759
3760,18,157,145,3760
3761,18,173,74,3761
3762,18,42,34,3762
3763,18,90,15,3763
3764,18,79,45,3764
3765,18,58,78,3765
3766,18,3,79,3766
3767,18,182,141,3767
3768,18,186,12,3768
3769,18,66,138,3769
3770,18,29,183,3770
3771,18,174,56,3771
3772,18,103,67,3772
3773,18,88,158,3773
3774,18,181,134,3774
3775,18,14,192,3775
3776,18,94,69,3776
3777,18,90,170,3777
3778,18,187,191,3778
3779,18,147,90,3779
3780,18,89,138,3780
3781,18,94,162,3781
3782,18,173,39,3782
3783,18,70,117,3783
3784,18,43,54,3784
3785,18,65,44,3785
3786,18,102,138,3786
3787,18,133,56,3787
3788,18,21,191,3788
3789,18,105,193,3789
3790,18,125,38,3790
3791,18,131,186,3791
3792,18,56,13,3792
3793,18,31,33,3793
3794,18,32,62,3794
3795,18,69,83,3795
3796,18,165,192,3796
3797,18,66,175,3797
3798,18,77,109,3798
3799,18,89,191,3799
3800,18,44,115,3800
3801,18,160,183,3801
3802,18,63,191,3802
3803,18,80,130,3803
3804,18,42,60,3804
3805,18,51,90,3805
3806,18,69,170,3806
3807,18,55,113,3807
