c_carid,c_model,c_make,c_year,c_color,c_engine,c_transmission,c_class,c_tint,c_convertible,c_carbonPackage
2592,ECLIPSE,MISTUBISHI,2000,WHITE,V6,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2593,ECLIPSE,MISTUBISHI,2000,BLACK,V6,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2594,ECLIPSE,MISTUBISHI,2000,RED,V6,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2595,ECLIPSE,MISTUBISHI,2000,BLUE,V6,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2596,ECLIPSE,MISTUBISHI,2000,GREY,V6,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2597,ECLIPSE,MISTUBISHI,2000,YELLOW,V6,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2598,ECLIPSE,MISTUBISHI,2000,GREEN,V6,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2599,ECLIPSE,MISTUBISHI,2000,WHITE,I4,5-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2600,ECLIPSE,MISTUBISHI,2000,BLACK,I4,5-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2601,ECLIPSE,MISTUBISHI,2000,RED,I4,5-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2602,ECLIPSE,MISTUBISHI,2000,BLUE,I4,5-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2603,ECLIPSE,MISTUBISHI,2000,GREY,I4,5-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2604,ECLIPSE,MISTUBISHI,2000,YELLOW,I4,5-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2605,ECLIPSE,MISTUBISHI,2000,GREEN,I4,5-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2606,ECLIPSE,MISTUBISHI,2000,WHITE,I4,5-SPEED-MANUEL,SPORTS,YES,NO,YES
2607,ECLIPSE,MISTUBISHI,2000,BLACK,I4,5-SPEED-MANUEL,SPORTS,YES,NO,YES
2608,ECLIPSE,MISTUBISHI,2000,RED,I4,5-SPEED-MANUEL,SPORTS,YES,NO,YES
2609,ECLIPSE,MISTUBISHI,2000,BLUE,I4,5-SPEED-MANUEL,SPORTS,YES,NO,YES
2610,ECLIPSE,MISTUBISHI,2000,GREY,I4,5-SPEED-MANUEL,SPORTS,YES,NO,YES
2611,ECLIPSE,MISTUBISHI,2000,YELLOW,I4,5-SPEED-MANUEL,SPORTS,YES,NO,YES
2612,ECLIPSE,MISTUBISHI,2000,GREEN,I4,5-SPEED-MANUEL,SPORTS,YES,NO,YES
2613,ECLIPSE,MISTUBISHI,2000,WHITE,I4,5-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2614,ECLIPSE,MISTUBISHI,2000,BLACK,I4,5-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2615,ECLIPSE,MISTUBISHI,2000,RED,I4,5-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2616,ECLIPSE,MISTUBISHI,2000,BLUE,I4,5-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2617,ECLIPSE,MISTUBISHI,2000,GREY,I4,5-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2618,ECLIPSE,MISTUBISHI,2000,YELLOW,I4,5-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2619,ECLIPSE,MISTUBISHI,2000,GREEN,I4,5-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2620,ECLIPSE,MISTUBISHI,2000,WHITE,I4,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2621,ECLIPSE,MISTUBISHI,2000,BLACK,I4,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2622,ECLIPSE,MISTUBISHI,2000,RED,I4,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2623,ECLIPSE,MISTUBISHI,2000,BLUE,I4,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2624,ECLIPSE,MISTUBISHI,2000,GREY,I4,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2625,ECLIPSE,MISTUBISHI,2000,YELLOW,I4,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2626,ECLIPSE,MISTUBISHI,2000,GREEN,I4,5-SPEED-MANUEL,SPORTS,NO,NO,YES
2627,VIPER,DODGE,2014,WHITE,V8,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2628,VIPER,DODGE,2014,BLACK,V8,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2629,VIPER,DODGE,2014,RED,V8,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2630,VIPER,DODGE,2014,BLUE,V8,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2631,VIPER,DODGE,2014,GREY,V8,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2632,VIPER,DODGE,2014,YELLOW,V8,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2633,VIPER,DODGE,2014,GREEN,V8,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2634,VIPER,DODGE,2014,WHITE,V8,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2635,VIPER,DODGE,2014,BLACK,V8,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2636,VIPER,DODGE,2014,RED,V8,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2637,VIPER,DODGE,2014,BLUE,V8,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2638,VIPER,DODGE,2014,GREY,V8,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2639,VIPER,DODGE,2014,YELLOW,V8,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2640,VIPER,DODGE,2014,GREEN,V8,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2641,VIPER,DODGE,2014,WHITE,V8,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2642,VIPER,DODGE,2014,BLACK,V8,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2643,VIPER,DODGE,2014,RED,V8,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2644,VIPER,DODGE,2014,BLUE,V8,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2645,VIPER,DODGE,2014,GREY,V8,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2646,VIPER,DODGE,2014,YELLOW,V8,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2647,VIPER,DODGE,2014,GREEN,V8,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2648,VIPER,DODGE,2014,WHITE,V8,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2649,VIPER,DODGE,2014,BLACK,V8,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2650,VIPER,DODGE,2014,RED,V8,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2651,VIPER,DODGE,2014,BLUE,V8,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2652,VIPER,DODGE,2014,GREY,V8,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2653,VIPER,DODGE,2014,YELLOW,V8,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2654,VIPER,DODGE,2014,GREEN,V8,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2655,VIPER,DODGE,2014,WHITE,V6,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2656,VIPER,DODGE,2014,BLACK,V6,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2657,VIPER,DODGE,2014,RED,V6,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2658,VIPER,DODGE,2014,BLUE,V6,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2659,VIPER,DODGE,2014,GREY,V6,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2660,VIPER,DODGE,2014,YELLOW,V6,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2661,VIPER,DODGE,2014,GREEN,V6,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2662,VIPER,DODGE,2014,WHITE,V6,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2663,VIPER,DODGE,2014,BLACK,V6,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2664,VIPER,DODGE,2014,RED,V6,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2665,VIPER,DODGE,2014,BLUE,V6,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2666,VIPER,DODGE,2014,GREY,V6,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2667,VIPER,DODGE,2014,YELLOW,V6,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2668,VIPER,DODGE,2014,GREEN,V6,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2669,VIPER,DODGE,2014,WHITE,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2670,VIPER,DODGE,2014,BLACK,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2671,VIPER,DODGE,2014,RED,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2672,VIPER,DODGE,2014,BLUE,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2673,VIPER,DODGE,2014,GREY,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2674,VIPER,DODGE,2014,YELLOW,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2675,VIPER,DODGE,2014,GREEN,V6,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2676,VIPER,DODGE,2014,WHITE,V6,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2677,VIPER,DODGE,2014,BLACK,V6,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2678,VIPER,DODGE,2014,RED,V6,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2679,VIPER,DODGE,2014,BLUE,V6,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2680,VIPER,DODGE,2014,GREY,V6,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2681,VIPER,DODGE,2014,YELLOW,V6,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2682,VIPER,DODGE,2014,GREEN,V6,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2683,VIPER,DODGE,2014,WHITE,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2684,VIPER,DODGE,2014,BLACK,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2685,VIPER,DODGE,2014,RED,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2686,VIPER,DODGE,2014,BLUE,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2687,VIPER,DODGE,2014,GREY,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2688,VIPER,DODGE,2014,YELLOW,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2689,VIPER,DODGE,2014,GREEN,I4,8-SPEED-AUTOMATIC,SPORTS,YES,NO,YES
2690,VIPER,DODGE,2014,WHITE,I4,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2691,VIPER,DODGE,2014,BLACK,I4,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2692,VIPER,DODGE,2014,RED,I4,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2693,VIPER,DODGE,2014,BLUE,I4,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2694,VIPER,DODGE,2014,GREY,I4,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2695,VIPER,DODGE,2014,YELLOW,I4,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2696,VIPER,DODGE,2014,GREEN,I4,8-SPEED-MANUEL,SPORTS,YES,NO,YES
2697,VIPER,DODGE,2014,WHITE,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2698,VIPER,DODGE,2014,BLACK,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2699,VIPER,DODGE,2014,RED,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2700,VIPER,DODGE,2014,BLUE,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2701,VIPER,DODGE,2014,GREY,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2702,VIPER,DODGE,2014,YELLOW,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2703,VIPER,DODGE,2014,GREEN,I4,8-SPEED-AUTOMATIC,SPORTS,NO,NO,YES
2704,VIPER,DODGE,2014,WHITE,I4,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2705,VIPER,DODGE,2014,BLACK,I4,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2706,VIPER,DODGE,2014,RED,I4,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2707,VIPER,DODGE,2014,BLUE,I4,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2708,VIPER,DODGE,2014,GREY,I4,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2709,VIPER,DODGE,2014,YELLOW,I4,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2710,VIPER,DODGE,2014,GREEN,I4,8-SPEED-MANUEL,SPORTS,NO,NO,YES
2711,GT,FORD,2022,WHITE,V8,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2712,GT,FORD,2022,BLACK,V8,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2713,GT,FORD,2022,RED,V8,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2714,GT,FORD,2022,BLUE,V8,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2715,GT,FORD,2022,GREY,V8,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2716,GT,FORD,2022,YELLOW,V8,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2717,GT,FORD,2022,GREEN,V8,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2718,GT,FORD,2022,WHITE,V8,8-SPEED-MANUEL,HYPER,YES,YES,YES
2719,GT,FORD,2022,BLACK,V8,8-SPEED-MANUEL,HYPER,YES,YES,YES
2720,GT,FORD,2022,RED,V8,8-SPEED-MANUEL,HYPER,YES,YES,YES
2721,GT,FORD,2022,BLUE,V8,8-SPEED-MANUEL,HYPER,YES,YES,YES
2722,GT,FORD,2022,GREY,V8,8-SPEED-MANUEL,HYPER,YES,YES,YES
2723,GT,FORD,2022,YELLOW,V8,8-SPEED-MANUEL,HYPER,YES,YES,YES
2724,GT,FORD,2022,GREEN,V8,8-SPEED-MANUEL,HYPER,YES,YES,YES
2725,GT,FORD,2022,WHITE,V8,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2726,GT,FORD,2022,BLACK,V8,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2727,GT,FORD,2022,RED,V8,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2728,GT,FORD,2022,BLUE,V8,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2729,GT,FORD,2022,GREY,V8,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2730,GT,FORD,2022,YELLOW,V8,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2731,GT,FORD,2022,GREEN,V8,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2732,GT,FORD,2022,WHITE,V8,8-SPEED-MANUEL,HYPER,NO,YES,YES
2733,GT,FORD,2022,BLACK,V8,8-SPEED-MANUEL,HYPER,NO,YES,YES
2734,GT,FORD,2022,RED,V8,8-SPEED-MANUEL,HYPER,NO,YES,YES
2735,GT,FORD,2022,BLUE,V8,8-SPEED-MANUEL,HYPER,NO,YES,YES
2736,GT,FORD,2022,GREY,V8,8-SPEED-MANUEL,HYPER,NO,YES,YES
2737,GT,FORD,2022,YELLOW,V8,8-SPEED-MANUEL,HYPER,NO,YES,YES
2738,GT,FORD,2022,GREEN,V8,8-SPEED-MANUEL,HYPER,NO,YES,YES
2739,GT,FORD,2022,WHITE,V6,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2740,GT,FORD,2022,BLACK,V6,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2741,GT,FORD,2022,RED,V6,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2742,GT,FORD,2022,BLUE,V6,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2743,GT,FORD,2022,GREY,V6,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2744,GT,FORD,2022,YELLOW,V6,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2745,GT,FORD,2022,GREEN,V6,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2746,GT,FORD,2022,WHITE,V6,8-SPEED-MANUEL,HYPER,YES,YES,YES
2747,GT,FORD,2022,BLACK,V6,8-SPEED-MANUEL,HYPER,YES,YES,YES
2748,GT,FORD,2022,RED,V6,8-SPEED-MANUEL,HYPER,YES,YES,YES
2749,GT,FORD,2022,BLUE,V6,8-SPEED-MANUEL,HYPER,YES,YES,YES
2750,GT,FORD,2022,GREY,V6,8-SPEED-MANUEL,HYPER,YES,YES,YES
2751,GT,FORD,2022,YELLOW,V6,8-SPEED-MANUEL,HYPER,YES,YES,YES
2752,GT,FORD,2022,GREEN,V6,8-SPEED-MANUEL,HYPER,YES,YES,YES
2753,GT,FORD,2022,WHITE,V6,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2754,GT,FORD,2022,BLACK,V6,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2755,GT,FORD,2022,RED,V6,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2756,GT,FORD,2022,BLUE,V6,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2757,GT,FORD,2022,GREY,V6,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2758,GT,FORD,2022,YELLOW,V6,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2759,GT,FORD,2022,GREEN,V6,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2760,GT,FORD,2022,WHITE,V6,8-SPEED-MANUEL,HYPER,NO,YES,YES
2761,GT,FORD,2022,BLACK,V6,8-SPEED-MANUEL,HYPER,NO,YES,YES
2762,GT,FORD,2022,RED,V6,8-SPEED-MANUEL,HYPER,NO,YES,YES
2763,GT,FORD,2022,BLUE,V6,8-SPEED-MANUEL,HYPER,NO,YES,YES
2764,GT,FORD,2022,GREY,V6,8-SPEED-MANUEL,HYPER,NO,YES,YES
2765,GT,FORD,2022,YELLOW,V6,8-SPEED-MANUEL,HYPER,NO,YES,YES
2766,GT,FORD,2022,GREEN,V6,8-SPEED-MANUEL,HYPER,NO,YES,YES
2767,GT,FORD,2022,WHITE,I4,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2768,GT,FORD,2022,BLACK,I4,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2769,GT,FORD,2022,RED,I4,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2770,GT,FORD,2022,BLUE,I4,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2771,GT,FORD,2022,GREY,I4,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2772,GT,FORD,2022,YELLOW,I4,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2773,GT,FORD,2022,GREEN,I4,8-SPEED-AUTOMATIC,HYPER,YES,YES,YES
2774,GT,FORD,2022,WHITE,I4,8-SPEED-MANUEL,HYPER,YES,YES,YES
2775,GT,FORD,2022,BLACK,I4,8-SPEED-MANUEL,HYPER,YES,YES,YES
2776,GT,FORD,2022,RED,I4,8-SPEED-MANUEL,HYPER,YES,YES,YES
2777,GT,FORD,2022,BLUE,I4,8-SPEED-MANUEL,HYPER,YES,YES,YES
2778,GT,FORD,2022,GREY,I4,8-SPEED-MANUEL,HYPER,YES,YES,YES
2779,GT,FORD,2022,YELLOW,I4,8-SPEED-MANUEL,HYPER,YES,YES,YES
2780,GT,FORD,2022,GREEN,I4,8-SPEED-MANUEL,HYPER,YES,YES,YES
2781,GT,FORD,2022,WHITE,I4,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2782,GT,FORD,2022,BLACK,I4,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2783,GT,FORD,2022,RED,I4,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2784,GT,FORD,2022,BLUE,I4,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2785,GT,FORD,2022,GREY,I4,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2786,GT,FORD,2022,YELLOW,I4,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2787,GT,FORD,2022,GREEN,I4,8-SPEED-AUTOMATIC,HYPER,NO,YES,YES
2788,GT,FORD,2022,WHITE,I4,8-SPEED-MANUEL,HYPER,NO,YES,YES
2789,GT,FORD,2022,BLACK,I4,8-SPEED-MANUEL,HYPER,NO,YES,YES
2790,GT,FORD,2022,RED,I4,8-SPEED-MANUEL,HYPER,NO,YES,YES
2791,GT,FORD,2022,BLUE,I4,8-SPEED-MANUEL,HYPER,NO,YES,YES
2792,GT,FORD,2022,GREY,I4,8-SPEED-MANUEL,HYPER,NO,YES,YES
2793,GT,FORD,2022,YELLOW,I4,8-SPEED-MANUEL,HYPER,NO,YES,YES
2794,GT,FORD,2022,GREEN,I4,8-SPEED-MANUEL,HYPER,NO,YES,YES
2795,GT,FORD,2022,BLACK,V8,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2796,GT,FORD,2022,RED,V8,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2797,GT,FORD,2022,BLUE,V8,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2798,GT,FORD,2022,GREY,V8,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2799,GT,FORD,2022,YELLOW,V8,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2800,GT,FORD,2022,GREEN,V8,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2801,GT,FORD,2022,WHITE,V8,8-SPEED-MANUEL,HYPER,YES,NO,YES
2802,GT,FORD,2022,BLACK,V8,8-SPEED-MANUEL,HYPER,YES,NO,YES
2803,GT,FORD,2022,RED,V8,8-SPEED-MANUEL,HYPER,YES,NO,YES
2804,GT,FORD,2022,BLUE,V8,8-SPEED-MANUEL,HYPER,YES,NO,YES
2805,GT,FORD,2022,GREY,V8,8-SPEED-MANUEL,HYPER,YES,NO,YES
2806,GT,FORD,2022,YELLOW,V8,8-SPEED-MANUEL,HYPER,YES,NO,YES
2807,GT,FORD,2022,GREEN,V8,8-SPEED-MANUEL,HYPER,YES,NO,YES
2808,GT,FORD,2022,WHITE,V8,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2809,GT,FORD,2022,BLACK,V8,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2810,GT,FORD,2022,RED,V8,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2811,GT,FORD,2022,BLUE,V8,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2812,GT,FORD,2022,GREY,V8,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2813,GT,FORD,2022,YELLOW,V8,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2814,GT,FORD,2022,GREEN,V8,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2815,GT,FORD,2022,WHITE,V8,8-SPEED-MANUEL,HYPER,NO,NO,YES
2816,GT,FORD,2022,BLACK,V8,8-SPEED-MANUEL,HYPER,NO,NO,YES
2817,GT,FORD,2022,RED,V8,8-SPEED-MANUEL,HYPER,NO,NO,YES
2818,GT,FORD,2022,BLUE,V8,8-SPEED-MANUEL,HYPER,NO,NO,YES
2819,GT,FORD,2022,GREY,V8,8-SPEED-MANUEL,HYPER,NO,NO,YES
2820,GT,FORD,2022,YELLOW,V8,8-SPEED-MANUEL,HYPER,NO,NO,YES
2821,GT,FORD,2022,GREEN,V8,8-SPEED-MANUEL,HYPER,NO,NO,YES
2822,GT,FORD,2022,WHITE,V6,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2823,GT,FORD,2022,BLACK,V6,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2824,GT,FORD,2022,RED,V6,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2825,GT,FORD,2022,BLUE,V6,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2826,GT,FORD,2022,GREY,V6,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2827,GT,FORD,2022,YELLOW,V6,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2828,GT,FORD,2022,GREEN,V6,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2829,GT,FORD,2022,WHITE,V6,8-SPEED-MANUEL,HYPER,YES,NO,YES
2830,GT,FORD,2022,BLACK,V6,8-SPEED-MANUEL,HYPER,YES,NO,YES
2831,GT,FORD,2022,RED,V6,8-SPEED-MANUEL,HYPER,YES,NO,YES
2832,GT,FORD,2022,BLUE,V6,8-SPEED-MANUEL,HYPER,YES,NO,YES
2833,GT,FORD,2022,GREY,V6,8-SPEED-MANUEL,HYPER,YES,NO,YES
2834,GT,FORD,2022,YELLOW,V6,8-SPEED-MANUEL,HYPER,YES,NO,YES
2835,GT,FORD,2022,GREEN,V6,8-SPEED-MANUEL,HYPER,YES,NO,YES
2836,GT,FORD,2022,WHITE,V6,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2837,GT,FORD,2022,BLACK,V6,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2838,GT,FORD,2022,RED,V6,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2839,GT,FORD,2022,BLUE,V6,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2840,GT,FORD,2022,GREY,V6,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2841,GT,FORD,2022,YELLOW,V6,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2842,GT,FORD,2022,GREEN,V6,8-SPEED-AUTOMATIC,HYPER,NO,NO,YES
2843,GT,FORD,2022,WHITE,V6,8-SPEED-MANUEL,HYPER,NO,NO,YES
2844,GT,FORD,2022,BLACK,V6,8-SPEED-MANUEL,HYPER,NO,NO,YES
2845,GT,FORD,2022,RED,V6,8-SPEED-MANUEL,HYPER,NO,NO,YES
2846,GT,FORD,2022,BLUE,V6,8-SPEED-MANUEL,HYPER,NO,NO,YES
2847,GT,FORD,2022,GREY,V6,8-SPEED-MANUEL,HYPER,NO,NO,YES
2848,GT,FORD,2022,YELLOW,V6,8-SPEED-MANUEL,HYPER,NO,NO,YES
2849,GT,FORD,2022,GREEN,V6,8-SPEED-MANUEL,HYPER,NO,NO,YES
2850,GT,FORD,2022,WHITE,I4,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2851,GT,FORD,2022,BLACK,I4,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2852,GT,FORD,2022,RED,I4,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2853,GT,FORD,2022,BLUE,I4,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2854,GT,FORD,2022,GREY,I4,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2855,GT,FORD,2022,YELLOW,I4,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2856,GT,FORD,2022,GREEN,I4,8-SPEED-AUTOMATIC,HYPER,YES,NO,YES
2857,GT,FORD,2022,WHITE,I4,8-SPEED-MANUEL,HYPER,YES,NO,YES
2858,GT,FORD,2022,BLACK,I4,8-SPEED-MANUEL,HYPER,YES,NO,YES
2859,GT,FORD,2022,RED,I4,8-SPEED-MANUEL,HYPER,YES,NO,YES
